Date,City,City_Code,Capture_Timestamp,Capture_Label,Captured_At,Latitude,Longitude,Day_of_Week,Is_Weekend,Temperature_Max_C,Temperature_Min_C,Temperature_Mean_C,Apparent_Temperature_Max_C,Apparent_Temperature_Min_C,Precipitation_Sum_MM,Rain_Sum_MM,Precipitation_Hours,Wind_Speed_Max_KMH,Wind_Gusts_Max_KMH,Wind_Direction_Dominant_Deg,Weather_Code,Weather_Source,Holiday_Names,Holiday_Types,Holiday_Regions,Holiday_Sources,Is_Holiday,Slot_Temperature_C,Slot_Humidity_Percent,Slot_Precipitation_Probability_Percent,Slot_Wind_Speed_KMH,Slot_Weather_Code,Slot_Condition_Text,Capture_Source
2026-09-01,Mumbai,BOM,2026-09-01T09:00:00+05:30,morning,,19.076,72.8777,Tuesday,false,29.6,26.1,27.5,34.1,29.8,6.1,2.5,24.0,17.5,45.0,266,53,open-meteo-historical-forecast,,,,,false,28.7,75,100,14.9,51,light_drizzle,open-meteo-historical-hourly-backfill
2026-09-01,Mumbai,BOM,2026-09-01T17:00:00+05:30,late_afternoon,,19.076,72.8777,Tuesday,false,29.6,26.1,27.5,34.1,29.8,6.1,2.5,24.0,17.5,45.0,266,53,open-meteo-historical-forecast,,,,,false,28.1,80,96,11.6,51,light_drizzle,open-meteo-historical-hourly-backfill
2026-09-01,Delhi,DEL,2026-09-01T09:00:00+05:30,morning,,28.7041,77.1025,Tuesday,false,33.7,27.5,30.2,38.9,31.5,3.2,2.7,10.0,10.3,25.2,294,55,open-meteo-historical-forecast,,,,,false,30.9,65,0,9.7,0,clear,open-meteo-historical-hourly-backfill
2026-09-01,Delhi,DEL,2026-09-01T17:00:00+05:30,late_afternoon,,28.7041,77.1025,Tuesday,false,33.7,27.5,30.2,38.9,31.5,3.2,2.7,10.0,10.3,25.2,294,55,open-meteo-historical-forecast,,,,,false,31.8,62,78,5.9,51,light_drizzle,open-meteo-historical-hourly-backfill
2026-09-01,Bengaluru,BLR,2026-09-01T09:00:00+05:30,morning,,12.9716,77.5946,Tuesday,false,28.7,19.7,23.9,30.7,21.7,2.2,1.9,11.0,15.9,40.7,283,51,open-meteo-historical-forecast,,,,,false,24.5,67,2,15.2,3,overcast,open-meteo-historical-hourly-backfill
2026-09-01,Bengaluru,BLR,2026-09-01T17:00:00+05:30,late_afternoon,,12.9716,77.5946,Tuesday,false,28.7,19.7,23.9,30.7,21.7,2.2,1.9,11.0,15.9,40.7,283,51,open-meteo-historical-forecast,,,,,false,27.7,52,86,10.9,51,light_drizzle,open-meteo-historical-hourly-backfill
2026-09-01,Hyderabad,HYD,2026-09-01T09:00:00+05:30,morning,,17.385,78.4867,Tuesday,false,29.8,23.5,26.7,32.9,25.9,0.3,0.3,3.0,16.0,40.3,296,51,open-meteo-historical-forecast,,,,,false,26.2,70,11,15.3,3,overcast,open-meteo-historical-hourly-backfill
2026-09-01,Hyderabad,HYD,2026-09-01T17:00:00+05:30,late_afternoon,,17.385,78.4867,Tuesday,false,29.8,23.5,26.7,32.9,25.9,0.3,0.3,3.0,16.0,40.3,296,51,open-meteo-historical-forecast,,,,,false,29.2,54,6,9.1,3,overcast,open-meteo-historical-hourly-backfill
2026-09-01,Chennai,MAA,2026-09-01T09:00:00+05:30,morning,,13.0827,80.2707,Tuesday,false,34.4,27.6,31.0,41.1,32.5,0.4,0.3,4.0,15.8,33.8,195,51,open-meteo-historical-forecast,,,,,false,32.4,53,8,12.6,3,overcast,open-meteo-historical-hourly-backfill
2026-09-01,Chennai,MAA,2026-09-01T17:00:00+05:30,late_afternoon,,13.0827,80.2707,Tuesday,false,34.4,27.6,31.0,41.1,32.5,0.4,0.3,4.0,15.8,33.8,195,51,open-meteo-historical-forecast,,,,,false,31.9,60,94,10.4,51,light_drizzle,open-meteo-historical-hourly-backfill
2026-09-01,Kolkata,CCU,2026-09-01T09:00:00+05:30,morning,,22.5726,88.3639,Tuesday,false,29.1,25.9,27.3,34.7,31.0,28.2,13.8,23.0,16.7,37.8,128,96,open-meteo-historical-forecast,,,,,false,27.3,92,94,16.7,80,slight_rain_showers,open-meteo-historical-hourly-backfill
2026-09-01,Kolkata,CCU,2026-09-01T17:00:00+05:30,late_afternoon,,22.5726,88.3639,Tuesday,false,29.1,25.9,27.3,34.7,31.0,28.2,13.8,23.0,16.7,37.8,128,96,open-meteo-historical-forecast,,,,,false,28.4,88,96,12.3,96,,open-meteo-historical-hourly-backfill
2026-09-01,Pune,PNQ,2026-09-01T09:00:00+05:30,morning,,18.5204,73.8567,Tuesday,false,29.1,22.5,24.9,32.3,24.6,1.6,0.7,8.0,19.8,46.8,269,53,open-meteo-historical-forecast,,,,,false,26.0,71,28,16.0,2,partly_cloudy,open-meteo-historical-hourly-backfill
2026-09-01,Pune,PNQ,2026-09-01T17:00:00+05:30,late_afternoon,,18.5204,73.8567,Tuesday,false,29.1,22.5,24.9,32.3,24.6,1.6,0.7,8.0,19.8,46.8,269,53,open-meteo-historical-forecast,,,,,false,26.1,74,53,18.4,51,light_drizzle,open-meteo-historical-hourly-backfill
2026-09-01,Ahmedabad,AMD,2026-09-01T09:00:00+05:30,morning,,23.0225,72.5714,Tuesday,false,34.4,26.3,30.4,37.4,30.2,0.3,0.2,3.0,14.0,38.2,247,51,open-meteo-historical-forecast,,,,,false,29.4,65,12,13.4,51,light_drizzle,open-meteo-historical-hourly-backfill
2026-09-01,Ahmedabad,AMD,2026-09-01T17:00:00+05:30,late_afternoon,,23.0225,72.5714,Tuesday,false,34.4,26.3,30.4,37.4,30.2,0.3,0.2,3.0,14.0,38.2,247,51,open-meteo-historical-forecast,,,,,false,33.9,44,0,11.0,1,mainly_clear,open-meteo-historical-hourly-backfill
2026-09-01,Surat,STV,2026-09-01T09:00:00+05:30,morning,,21.1702,72.8311,Tuesday,false,30.9,25.9,28.2,35.6,29.8,2.5,1.2,16.0,18.2,46.4,238,51,open-meteo-historical-forecast,,,,,false,29.0,72,74,14.7,51,light_drizzle,open-meteo-historical-hourly-backfill
2026-09-01,Surat,STV,2026-09-01T17:00:00+05:30,late_afternoon,,21.1702,72.8311,Tuesday,false,30.9,25.9,28.2,35.6,29.8,2.5,1.2,16.0,18.2,46.4,238,51,open-meteo-historical-forecast,,,,,false,29.3,77,39,16.6,51,light_drizzle,open-meteo-historical-hourly-backfill
2026-09-01,Visakhapatnam,VTZ,2026-09-01T09:00:00+05:30,morning,,17.6868,83.2185,Tuesday,false,35.0,25.8,30.2,40.3,30.0,0.3,0.2,2.0,13.0,35.6,268,51,open-meteo-historical-forecast,,,,,false,31.8,59,0,11.6,3,overcast,open-meteo-historical-hourly-backfill
2026-09-01,Visakhapatnam,VTZ,2026-09-01T17:00:00+05:30,late_afternoon,,17.6868,83.2185,Tuesday,false,35.0,25.8,30.2,40.3,30.0,0.3,0.2,2.0,13.0,35.6,268,51,open-meteo-historical-forecast,,,,,false,32.6,56,24,12.1,3,overcast,open-meteo-historical-hourly-backfill
2026-09-01,Jaipur,JAI,2026-09-01T09:00:00+05:30,morning,,26.9124,75.7873,Tuesday,false,32.5,25.1,28.6,37.2,27.5,0.0,0.0,0.0,12.3,30.2,261,3,open-meteo-historical-forecast,,,,,false,27.8,66,0,11.6,2,partly_cloudy,open-meteo-historical-hourly-backfill
2026-09-01,Jaipur,JAI,2026-09-01T17:00:00+05:30,late_afternoon,,26.9124,75.7873,Tuesday,false,32.5,25.1,28.6,37.2,27.5,0.0,0.0,0.0,12.3,30.2,261,3,open-meteo-historical-forecast,,,,,false,32.0,48,0,8.9,2,partly_cloudy,open-meteo-historical-hourly-backfill
2026-09-01,Kochi,COK,2026-09-01T09:00:00+05:30,morning,,9.9312,76.2673,Tuesday,false,29.0,25.9,27.4,35.2,29.8,0.5,0.3,3.0,17.1,38.9,317,51,open-meteo-historical-forecast,,,,,false,28.5,79,47,11.4,1,mainly_clear,open-meteo-historical-hourly-backfill
2026-09-01,Kochi,COK,2026-09-01T17:00:00+05:30,late_afternoon,,9.9312,76.2673,Tuesday,false,29.0,25.9,27.4,35.2,29.8,0.5,0.3,3.0,17.1,38.9,317,51,open-meteo-historical-forecast,,,,,false,28.4,80,2,14.2,0,clear,open-meteo-historical-hourly-backfill
